country,name,full_name,symbol,tag,id,isin,asset_class,currency,stock_exchange,def_stock_exchange
australia,Betashares Australian Bank Senior Floating Rate Bo,Betashares Australian Bank Senior Floating Rate Bond,QPON,betashares-australian-bank-flt-rate,1031309,AU00000QPON6,bond,AUD,Sydney,True
australia,BetaShares FTSE RAFI Australia 200,BetaShares FTSE RAFI Australia 200,QOZ,betashares-ftse-rafi-australia-200,953166,AU000000QOZ7,equity,AUD,Sydney,True
australia,Fidelity Global Emerging Markets,Fidelity Global Emerging Markets,FEMX,fidelity-global-emerging-markets,1104657,AU0000027708,equity,AUD,Sydney,True
australia,BetaShares US Dollar,BetaShares US Dollar,USD,betashares-us-dollar,37475,AU000000USD7,currency,AUD,Sydney,True
australia,Vanguard MSCI Int Shares,Vanguard MSCI International Shares,VGS,vanguard-msci-int-shares,962173,AU000000VGS8,equity,AUD,Sydney,True
australia,BetaShares Australia 200,BetaShares Australia 200,A200,betashares-australia-200,1077018,AU00000A2000,equity,AUD,Sydney,True
australia,BetaShares FTSE 100,BetaShares FTSE 100 ETF,F100,betashares-ftse-100,1142244,AU0000051054,equity,AUD,Sydney,True
australia,BetaShares Global Sustainability Leaders,BetaShares Global Sustainability Leaders,ETHI,betashares-global-sust-leaders,1031305,AU00000ETHI8,equity,AUD,Sydney,True
australia,Betashares Global Cybersecurity,Betashares Global Cybersecurity,HACK,betashares-global-cybersecurity,1031301,AU00000HACK8,equity,AUD,Sydney,True
australia,Vanguard MSCI Int Shares Hedged,Vanguard MSCI International Shares Hedged,VGAD,vanguard-msci-int-shares-hedged,962174,AU00000VGAD5,equity,AUD,Sydney,True
australia,VanEck Vectors Australian Floating Rate,VanEck Vectors Australian Floating Rate,FLOT,vaneck-vect-aust-floating-rate,1031753,AU00000FLOT5,other,AUD,Sydney,True
australia,VanEck Vectors MSCI World ex Australia Quality,VanEck Vectors MSCI World ex Australia Quality,QUAL,market-vectors-msci-world-ex-austra,953176,AU00000QUAL9,equity,AUD,Sydney,True
australia,BetaShares Australian Dividend Harvester,BetaShares Australian Dividend Harvester,HVST,betashares-australian-div-harvester,959565,AU00000HVST1,equity,AUD,Sydney,True
australia,Betashares Asia Technology Tigers,Betashares Asia Technology Tigers,ASIA,betashares-asia-technology-tigers,1096233,AU0000022063,equity,AUD,Sydney,True
australia,Vanguard All World Ex US Shares,Vanguard All World Ex US Shares,VEU,vanguard-all-world-x-us-shares,47701,AU000000VEU9,equity,AUD,Sydney,True
australia,iShares Edge MSCI World Multifactor,iShares Edge MSCI World Multifactor ETF,WDMF,ishares-edge-msci-world-multifactor,1094034,AU00000WDMF0,equity,AUD,Sydney,True
australia,VanEck Vectors FTSE International Prop (Hdg),VanEck Vectors FTSE International Prop (Hdg),REIT,vaneck-vectors-ftse-intl-prop-hdg,1128883,AU0000041212,other,AUD,Sydney,True
australia,BetaShares Global Banks,BetaShares Global Banks ETF Currency Hedged,BNKS,betashares-global-banks,1031295,AU00000BNKS0,equity,AUD,Sydney,True
australia,Vanguard Int Fixed Interest,Vanguard International Fixed Interest Hedged,VIF,vanguard-int-fixed-interest,962172,AU000000VIF1,bond,AUD,Sydney,True
australia,BetaShares Australian Sustainability Leaders,BetaShares Australian Sustainability Leaders,FAIR,betashares-australian-sust-leaders,1056186,AU00000FAIR4,equity,AUD,Sydney,True
australia,SPDR S&P/ASX 200 Financials ex AREITS,SPDR S&P/ASX 200 Financials ex AREITS,OZF,spdr-s-p-asx200-financials-x-reit,38958,AU000000OZF0,equity,AUD,Sydney,True
australia,BetaShares WisdomTree Japan,BetaShares WisdomTree Japan ETF - Currency Hedged,HJPN,betashares-wisdomtree-japan,1031297,AU00000HJPN5,equity,AUD,Sydney,True
australia,Betashares Legg Mason Australian Bond,Betashares Legg Mason Australian Bond,BNDS,betashares-legg-mason-australian-b,1112806,AU0000026189,bond,AUD,Sydney,True
australia,BetaShares Australian Small Companies Select Fund,BetaShares Australian Small Companies Select Fund,SMLL,betashares-au-small-comp-select-fnd,1013259,AU00000SMLL9,equity,AUD,Sydney,True
australia,Betashares India Quality,Betashares India Quality ETF,IIND,betashares-india-quality,1149319,AU0000053126,equity,AUD,Sydney,True
australia,iSharesGlobal 100,iSharesGlobal 100,IOO,ishares-global-100,47696,AU000000IOO8,equity,AUD,Sydney,True
australia,ETFS Physical Silver,ETFS Physical Silver,ETPMAG,etfs-physical-silver-aus,47710,AU000ETPMAG8,commodity,AUD,Sydney,True
australia,BetaShares Australian Government Bond,BetaShares Australian Government Bond ETF,AGVT,betashares-australian-gov-bond,1141834,AU0000049553,bond,AUD,Sydney,True
australia,Platinum International Fund,Platinum International Fund (Quoted Managed Hedge Fund),PIXX,platinum-international-fund,1050665,AU00000PIXX3,equity,AUD,Sydney,True
australia,SPDR S&P/ASX 200 Listed Property,SPDR S&P/ASX 200 Listed Property,SLF,spdr-s-p-asx200-listed-prop.-fund,47719,AU000000SLF1,equity,AUD,Sydney,True
australia,Vanguard Global Aggregate Bond Hedged,Vanguard Global Aggregate Bond Hedged,VBND,vanguard-global-aggr-bond-hedged,1052381,AU00000VBND9,bond,AUD,Sydney,True
australia,BetaShares Geared Australian Equity Hedge,BetaShares Geared Australian Equity Hedge,GEAR,betashares-geared-australian-equity,959567,AU00000GEAR1,equity,AUD,Sydney,True
australia,Betashares Global Income Leaders,BetaShares Global Income Leaders ETF,INCM,betashares-global-income-leaders,1097697,AU0000022071,equity,AUD,Sydney,True
australia,iShares Asia 50,iShares Asia 50,IAA,ishares-s-p-asia-50-aus,47708,AU000000IAA6,equity,AUD,Sydney,True
australia,iShares S&P/ASX 20,iShares S&P/ASX 20,ILC,ishares-s-p-asx-20,38956,AU000000ILC9,equity,AUD,Sydney,True
australia,BetaShares Australian EquitiesBear,BetaShares Australian EquitiesBear,BEAR,betashares-aus.-eq.-bear-hedge,47713,AU00000BEAR2,equity,AUD,Sydney,True
australia,iShares China LargeCap,iShares China LargeCap,IZZ,ishares-ftse-china-25-aus,47694,AU000000IZZ0,equity,AUD,Sydney,True
australia,Vanguard Diversified High Growth,Vanguard Diversified High Growth,VDHG,vanguard-diversified-high-growth,1055274,AU00000VDHG0,equity,AUD,Sydney,True
australia,VanEck Vectors Australian Property,VanEck Vectors Australian Property,MVA,market-vectors-australian-property,953174,AU000000MVA4,equity,AUD,Sydney,True
australia,Platinum Asia Fund Quoted Managed Hedge Fund,Platinum Asia Fund Quoted Managed Hedge Fund,PAXX,platinum-asia-fund-quoted,1052291,AU00000PAXX0,equity,AUD,Sydney,True
australia,iShares Core Composite Bond,iShares Core Composite Bond,IAF,ishares-ubs-composite-bond-index,38951,AU000000IAF5,bond,AUD,Sydney,True
australia,VanEck Vectors China New Economy,VanEck Vectors China New Economy ETF,CNEW,vaneck-vectors-china-new-economy,1104674,AU0000028185,equity,AUD,Sydney,True
australia,iShares MSCI Emerging Markets,iShares MSCI Emerging Markets,IEM,ishares-msci-emerging-markets-aus,47691,AU0000026536,equity,AUD,Sydney,True
australia,BetaShares Crude Oil Currency Hedged,BetaShares Crude Oil Currency Hedged,OOO,betashares-crude-oil,37451,AU000000OOO6,commodity,AUD,Sydney,True
australia,Betashares Global Energy Companies,Betashares Global Energy Companies,FUEL,betashares-global-energy-companies,985880,AU00000FUEL4,equity,AUD,Sydney,True
australia,SPDR S&P Global Dividend,SPDR S&P Global Dividend,WDIV,spdr-sp-global-dividend,953179,AU00000WDIV5,equity,AUD,Sydney,True
australia,Vanguard US Total Market Shares,Vanguard US Total Market Shares,VTS,vanguard-us-tot.-market-shares,47722,AU000000VTS1,equity,AUD,Sydney,True
australia,SPDR MSCI Australia Select High Dividend Yield,SPDR MSCI Australia Select High Dividend Yield,SYI,spdr-msci-aus.-select-hi-div.-yi.,38965,AU000000SYI8,equity,AUD,Sydney,True
australia,iShares Core S&P SmallCap 600,iShares Core S&P SmallCap 600,IJR,ishares-s-p-smallcap-600-aus,47697,AU000000IJR1,equity,AUD,Sydney,True
australia,VanEck Vectors Small Companies Masters,VanEck Vectors Small Companies Masters,MVS,market-vectors-small-cap-dividend,956400,AU000000MVS6,equity,AUD,Sydney,True
australia,Vanguard Australian Corp Fixed Interest,Vanguard Australian Corporate Fixed Interest,VACF,vanguard-australian-corporate-fixed,986919,AU00000VACF9,bond,AUD,Sydney,True
australia,Betashares Global Quality Leaders,Betashares Global Quality Leaders,QLTY,betashares-global-quality-leaders,1104662,AU0000022089,equity,AUD,Sydney,True
australia,BetaShares Managed Risk Australian Share,BetaShares Managed Risk Australian Share,AUST,betashares-mgd-risk-australian-shr,1031304,AU00000AUST8,equity,AUD,Sydney,True
australia,BetaShares S&P 500 Yield Maximiser,BetaShares S&P 500 Yield Maximiser,UMAX,betashares-sp-500-yield-maximiser,953168,AU00000UMAX3,equity,AUD,Sydney,True
australia,VanEck Vectors Gold Miners AU,VanEck Vectors Gold Miners,GDX,market-vectors-gold-miners-au,962168,AU000000GDX6,equity,AUD,Sydney,True
australia,ANZ SP 500 High Yield Low Vol,ANZ S&P 500 High Yield Low Volatility,ZYUS,anz-sp-500-high-yield-low-vol,956401,AU00000ZYUS5,equity,AUD,Sydney,True
australia,iSharesEurope,iSharesEurope,IEU,ishares-s-p-europe-350-aus,47695,AU000000IEU6,equity,AUD,Sydney,True
australia,Russell Australian Select Corporate Bond,Russell Australian Select Corporate Bond,RCB,russell-aus-select-corp.-bond,38961,AU000000RCB1,bond,AUD,Sydney,True
australia,Vanguard FTSE Emerging Markets,Vanguard FTSE Emerging Markets,VGE,vanguard-ftse-emerging-markets-au,953186,AU000000VGE8,equity,AUD,Sydney,True
australia,Beta Shares S&P/ASX 200Resources Sector,Beta Shares S&P/ASX 200Resources Sector,QRE,betashares-s-p-asx-200-resources,38960,AU000000QRE5,equity,AUD,Sydney,True
australia,SPDR S&P/ASX 50,SPDR S&P/ASX 50,SFY,spdr-s-p-asx-50-fund,47718,AU000000SFY4,equity,AUD,Sydney,True
australia,Russell High Dividend Australian Shares,Russell High Dividend Australian Shares,RDV,russell-high-div-aus.-shares,47717,AU000000RDV7,equity,AUD,Sydney,True
australia,iShares Core S&P 500,iShares Core S&P 500,IVV,ishares-s-p-500-aus,47698,AU000000IVV8,equity,AUD,Sydney,True
australia,iShares S&P/ASX Small Ordinaries,iShares S&P/ASX Small Ordinaries,ISO,ishares-s-p-asx-small-ordinaries,47716,AU000000ISO9,equity,AUD,Sydney,True
australia,BetaShares Australian Ex-20 Portfolio Diversifier,BetaShares Australian Ex-20 Portfolio Diversifier,EX20,betashares-australian-ex20-portf,1031308,AU00000EX202,equity,AUD,Sydney,True
australia,BetaShares Legg Mason Emerging Markets (Managed),BetaShares Legg Mason Emerging Markets (Managed),EMMG,betashares-legg-mason-em,1137478,AU0000041725,equity,AUD,Sydney,True
australia,Beta Shares S&P/ASX 200 Financials Sector,Beta Shares S&P/ASX 200 Financials Sector,QFN,betashares-s-p-asx-200-financials,47714,AU000000QFN1,equity,AUD,Sydney,True
australia,InvestSMART Australian Equity Income Managed,InvestSMART Australian Equity Income ETF,INIF,investsmart-aus-equity-income-mngd,1086961,AU0000005902,equity,AUD,Sydney,True
australia,iShares Global Healthcare,iShares Global Healthcare,IXJ,ishares-s-p-global-healthcare?cid=47706,47706,AU000000IXJ9,equity,AUD,Sydney,False
australia,BetaShares Managed Risk Global Share,BetaShares Managed Risk Global Share,WRLD,betashares-managed-risk-glbl-share,1031302,AU00000WRLD7,equity,AUD,Sydney,True
australia,BetaShares Geared US Equity Currency Hedged,BetaShares Geared US Equity Currency Hedged,GGUS,betashares-geared-us-equity-curr,959568,AU00000GGUS2,equity,AUD,Sydney,True
australia,AMP Capital Global Property Securities,AMP Capital Global Property Securities,RENT,amp-capital-global-property-securit,985879,AU00000RENT7,equity,AUD,Sydney,True
australia,iShares Global Consumer Staples,iShares Global Consumer Staples,IXI,ishares-s-p-global-cons.-staples,47707,AU000000IXI1,equity,AUD,Sydney,True
australia,iShares JP Morgan USD Emerging Markets Bond (AUD H,iShares JP Morgan USD Emerging Markets Bond (AUD Hedged) ETF,IHEB,ishares-jp-morgan-usd-em-bd-aud-hdg,1129409,AU00000IHEB6,bond,AUD,Sydney,True
australia,Vanguard MSCI Australian Small Companies,Vanguard MSCI Australian Small Companies,VSO,vanguard-msci-aus.-small-comp.,38970,AU000000VSO2,equity,AUD,Sydney,True
australia,Vanguard FTSE Europe Shares,Vanguard FTSE Europe Shares,VEQ,vanguard-ftse-europe-shares,986921,AU000000VEQ7,equity,AUD,Sydney,True
australia,Vanguard Diversified Growth,Vanguard Diversified Growth,VDGR,vanguard-diversified-growth,1055273,AU00000VDGR9,equity,AUD,Sydney,True
australia,ETFS ROBO Global Robotics and Automation,ETFS ROBO Global Robotics and Automation ETF,ROBO,etfs-robo-global-robotics-auto,1052292,AU00000ROBO2,equity,AUD,Sydney,True
australia,SPDR S&P World Ex Australia Hedged,SPDR S&P World Ex Australia Hedged,WXHG,spdr-sp-world-ex-australia-hedged,953181,AU00000WXHG6,equity,AUD,Sydney,True
australia,Vanguard MSCI Australian Large Companies,Vanguard MSCI Australian Large Companies,VLC,vanguard-msci-aus.-large-comp.,38969,AU000000VLC2,equity,AUD,Sydney,True
australia,SPDR S&P/ASX Australian Bond,SPDR S&P/ASX Australian Bond,BOND,spdr-s-p-asx-australian-bond-fund,38947,AU00000BOND4,bond,AUD,Sydney,True
australia,Vanguard Diversified Conservative,Vanguard Diversified Conservative,VDCO,vanguard-diversified-conservative,1055272,AU00000VDCO5,equity,AUD,Sydney,True
australia,ETFS Global Core Infrastructure,ETFS Global Core Infrastructure ETF,CORE,etfs-global-core-infrastructure,1052293,AU00000CORE1,equity,AUD,Sydney,True
australia,UBS IQ Research Preferred AU Dividend,UBS IQ Research Preferred AU Dividend,DIV,ubs-iq-research-preferred-au-divide,953184,AU000000DIV6,equity,AUD,Sydney,True
australia,VanEck Vectors Morningstar Wide Moat,VanEck Vectors Morningstar Wide Moat,MOAT,market-vectors-morningstar-wide-moa,962169,AU00000MOAT4,equity,AUD,Sydney,True
australia,iShares MSCI Japan,iShares MSCI Japan ETF (AU),IJP,ishares-msci-japan-aus,47704,AU0000026502,equity,AUD,Sydney,True
australia,BetaShares Global Healthcare,BetaShares Global Healthcare Currency Hedged,DRUG,betashares-global-healthcare,1031298,AU00000DRUG1,equity,AUD,Sydney,True
australia,SPDR S&P/ASX Small Ordinaries,SPDR S&P/ASX Small Ordinaries,SSO,spdr-sp-asx-small-ordinaries,953183,AU000000SSO8,equity,AUD,Sydney,True
australia,SPDR S&P/ASX Australian Government Bond,SPDR S&P/ASX Australian Government Bond,GOVT,spdr-s-p-asx-aus-government-bond,38950,AU00000GOVT2,bond,AUD,Sydney,True
australia,Vanguard FTSE Asia ex Japan,Vanguard FTSE Asia ex Japan Shares,VAE,vanguard-ftse-asia-ex-japan-shares,986920,AU000000VAE1,equity,AUD,Sydney,True
australia,VanEck Vectors Australian Banks,VanEck Vectors Australian Banks,MVB,market-vectors-australian-banks,953171,AU000000MVB2,equity,AUD,Sydney,True
australia,Vanguard Diversified Balanced,Vanguard Diversified Balanced,VDBA,vanguard-diversified-balanced,1055271,AU00000VDBA6,equity,AUD,Sydney,True
australia,UBS IQ MSCI World ex Australia,UBS IQ MSCI World ex Australia Ethical,UBW,ubs-iq-msci-world-ex-australia,956397,AU000000UBW3,equity,AUD,Sydney,True
australia,SPDR S&P Emerging Markets,SPDR S&P Emerging Markets,WEMG,spdr-sp-emerging-markets,953178,AU00000WEMG6,equity,AUD,Sydney,True
australia,UBS IQ MSCI Asia Apex 50 Ethical,UBS IQ MSCI Asia Apex 50 Ethical,UBP,ubs-iq-msci-asia-apex-50-ethical,956399,AU000000UBP7,equity,AUD,Sydney,True
australia,iShares MSCI South Korea Capped AUD,iShares MSCI South Korea ETF (AU),IKO,ishares-msci-south-korea-aus,47693,AU0000026510,equity,AUD,Sydney,True
australia,iSharesUBS Treasury,iSharesUBS Treasury,IGB,ishares-ubs-treasury-index-fund,38953,AU000000IGB1,bond,AUD,Sydney,True
australia,iShares CoreS&P MidCap 400,iShares CoreS&P MidCap 400,IJH,ishares-s-p-mcap-400,47699,AU000000IJH2,equity,AUD,Sydney,True
australia,Antipodes Global Shares,Antipodes Global Shares,AGX1,antipodes-global-shares,1104663,AU0000026429,equity,AUD,Sydney,True
australia,VanEck Vectors Australian Emerging Resources,VanEck Vectors Australian Emerging Resources,MVE,market-vectors-australian-emerging,953172,AU000000MVE6,equity,AUD,Sydney,True
australia,Vanguard Global Value Equity Active,Vanguard Global Value Equity Active,VVLU,vanguard-global-value-equity-active,1075248,AU0000005886,equity,AUD,Sydney,True
australia,SPDR S&P/ASX 200 Resources,SPDR S&P/ASX 200 Resources,OZR,spdr-sp-asx-200-resources,953182,AU000000OZR5,equity,AUD,Sydney,True
australia,Vanguard Int Credit Securities,Vanguard International Credit Securities Hedged,VCF,vanguard-int-credit-securities,962171,AU000000VCF4,bond,AUD,Sydney,True
australia,BetaShares Global Robotics and Artificial Intellig,BetaShares Global Robotics and Artificial Intelligence ETF,RBTZ,betashares-global-robotics-and-ai,1097716,AU0000022055,equity,AUD,Sydney,True
australia,iShares MSCI EAFE,iShares MSCI EAFE ETF (AU),IVE,ishares-msci-eafe-aud,47692,AU0000026544,equity,AUD,Sydney,True
australia,SPDR S&P World Ex Australia,SPDR S&P World Ex Australia,WXOZ,spdr-sp-world-ex-australia,953180,AU00000WXOZ2,equity,AUD,Sydney,True
australia,Russell Australian SemiGovernment Bond,Russell Australian SemiGovernment Bond,RSM,russell-aus-semi-gov-bond,38963,AU000000RSM4,bond,AUD,Sydney,True
australia,Vanguard MSCI International Small Companies,Vanguard MSCI International Small Companies Index ETF,VISM,vanguard-msci-intl-small-companies,1112797,AU0000026171,equity,AUD,Sydney,True
australia,Betashares WisdomTree Europe,Betashares WisdomTree Europe ETF - Currency Hedged,HEUR,betashares-wisdomtree-europe,1031299,AU00000HEUR7,equity,AUD,Sydney,True
australia,VanEck Vectors MSCI Multifactor Emerging Markets E,VanEck Vectors MSCI Multifactor Emerging Markets Equity,EMKT,vaneck-vectors-msci-mltfctr-em-eq,1073662,AU0000004368,equity,AUD,Sydney,True
australia,ETFS Battery Tech & Lithium,ETFS Battery Tech and Lithium,ACDC,etfs-battery-tech-lithium,1096102,AU0000022386,equity,AUD,Sydney,True
australia,iShares Global 100 AUD Hedged,iShares Global 100 AUD Hedged,IHOO,ishares-global-100-aud-hedged,953169,AU00000IHOO8,equity,AUD,Sydney,True
australia,Vanguard Global Minimum Volatility Actv ETF (Mng),Vanguard Global Minimum Volatility Active ETF,VMIN,vanguard-global-min-volactv-mng,1136251,AU0000005894,equity,AUD,Sydney,True
australia,BetaShares Legg Mason Equity Income,BetaShares Legg Mason Equity Income,EINC,betashares-legg-mason-equity-income,1072053,AU0000000648,equity,AUD,Sydney,True
australia,iShares S&P 500 AUD Hedged,iShares S&P 500 AUD Hedged,IHVV,ishares-sp-500-aud-hedged,953170,AU00000IHVV8,equity,AUD,Sydney,True
australia,iShares UBS Government Inflation,iShares UBS Government Inflation,ILB,ishares-ubs-gov-inflation,38955,AU000000ILB1,bond,AUD,Sydney,True
australia,BetaShares Commodities Basket Currency Hedged,BetaShares Commodities Basket Currency Hedged,QCB,betashares-commodity-basket,38959,AU000000QCB3,commodity,AUD,Sydney,True
australia,ANZ ETFS EURO STOXX 50,ANZ ETFS EURO STOXX 50,ESTX,anz-etfs-euro-stoxx-50,1008790,AU00000ESTX4,equity,AUD,Sydney,True
australia,iShares Edge MSCI Australia Multifactor,iShares Edge MSCI Australia Multifactor ETF,AUMF,ishares-edge-msci-aus-multifactor,1094035,AU00000AUMF0,equity,AUD,Sydney,True
australia,SPDR MSCI World Quality Mix AU,SPDR MSCI World Quality Mix,QMIX,spdr-msci-world-quality-mix-au,962170,AU00000QMIX4,equity,AUD,Sydney,True
australia,ETFS Morningstar Global Technology,ETFS Morningstar Global Technology ETF,TECH,etfs-morningstar-global-technology,1013273,AU00000TECH1,equity,AUD,Sydney,True
australia,Vanguard Global Multi-Factor Active (Managed),Vanguard Global Multi-Factor Active ETF (Managed Fund),VGMF,vanguard-globalmultifactoractivemng,1129281,AU0000041386,equity,AUD,Sydney,True
australia,BetaShares Agriculture Currency Hedged,BetaShares Agricultural Currency Hedged,QAG,betashares-agriculture-etf,37440,AU000000QAG6,commodity,AUD,Sydney,True
australia,UBS IQ MSCI Australia Ethical,UBS IQ MSCI Australia Ethical,UBA,ubs-iq-msci-australia-ethical,956395,AU000000UBA9,equity,AUD,Sydney,True
australia,BetaShares Global Gold Miners,BetaShares Global Gold Miners ETF - Currency Hedged,MNRS,betashares-global-gold-miners,1031300,AU00000MNRS2,equity,AUD,Sydney,True
australia,ETFS Physical Platinum,ETFS Physical Platinum,ETPMPT,etfs-physical-platinum-aus,47703,AU000ETPMPT9,commodity,AUD,Sydney,True
australia,iShares MSCI Taiwan AU,iShares MSCI Taiwan ETF,ITW,ishares-msci-taiwan-au,962164,AU0000026528,equity,AUD,Sydney,True
australia,UBS IQ Research Preferred AU Share,UBS IQ Research Preferred AU Share,ETF,ubs-iq-research-preferred-au-share,953185,AU000000ETF4,equity,AUD,Sydney,True
australia,VanEck Vectors Australian Resources,VanEck Vectors Australian Resources,MVR,market-vectors-australian-resources,953175,AU000000MVR8,equity,AUD,Sydney,True
australia,InvestSMART Ethical Share,InvestSMART Ethical Share ETF,INES,investsmart-ethical-share,1138378,AU0000043069,equity,AUD,Sydney,True
australia,Russell Australian Government Bond,Russell Australian Government Bond,RGB,russell-aus.-government-bond,38962,AU000000RGB2,bond,AUD,Sydney,True
australia,Betashares FTSE RAFI US 1000,Betashares FTSE RAFI US 1000,QUS,betashares-ftse-rafi-us-1000,953167,AU000000QUS9,equity,AUD,Sydney,True
australia,ETFS Physical Precious Metal Basket,ETFS Physical Precious Metal Basket,ETPMPM,etfs-physical-pm-basket-aus,47702,AU000ETPMPM4,commodity,AUD,Sydney,True
australia,BetaShares Euro,BetaShares Euro,EEU,betashares-euro-etf,37494,AU000000EEU5,equity,AUD,Sydney,True
australia,VanEck Vectors ChinaAMC CSI 300,VanEck Vectors ChinaAMC CSI 300 A-Share Synthetic,CETF,market-vectors-chinaamc-a-share-syn,962167,AU00000CETF5,equity,AUD,Sydney,True
australia,eInvest Future Impact Small Caps,eInvest Future Impact Small Caps,IMPQ,einvest-future-impact-small-caps,1135919,AU0000044984,equity,AUD,Sydney,True
australia,UBS IQ MSCI US Ethical,UBS IQ MSCI US Ethical,UBU,ubs-iq-msci-us-ethical,956396,AU000000UBU7,equity,AUD,Sydney,True
australia,UBS IQ MSCI Japan Ethical,UBS IQ MSCI Japan Ethical,UBJ,ubs-iq-msci-japan-ethical,956398,AU000000UBJ0,equity,AUD,Sydney,True
australia,iShares MSCI India UCITS ETF USD Acc,iShares MSCI India UCITS ETF USD Acc,NDIA,ishares-msci-india-ucits-usd-acc,1140513,AU0000043838,equity,AUD,Sydney,True
