country,name,full_name,tag,id
bahrain,Bahrain 2Y,Bahrain 2-Year,bahrain-2-year,1052505
bahrain,Bahrain 5Y,Bahrain 5-Year,bahrain-5-year,1052507
bangladesh,Bangladesh 15Y,Bangladesh 15-Year,bangladesh-15-year,1052586
bangladesh,Bangladesh 20Y,Bangladesh 20-Year,bangladesh-20-year,1052588
bangladesh,Bangladesh 5Y,Bangladesh 5-Year,bangladesh-5-year,1052591
bangladesh,Bangladesh 10Y,Bangladesh 10-Year,bangladesh-10-year,1052585
bangladesh,Bangladesh 1Y,Bangladesh 1-Year,bangladesh-1-year,1052587
bangladesh,Bangladesh 3M,Bangladesh 3-Month,bangladesh-3-month,1052590
bangladesh,Bangladesh 2Y,Bangladesh 2-Year,bangladesh-2-year,1052589
bangladesh,Bangladesh 6M,Bangladesh 6-Month,bangladesh-6-month,1052592
belgium,Belgium 5Y,Belgium 5-Year,belguim-5-year-bond-yield,23821
belgium,Belgium 20Y,Belgium 20-Year,belguim-20-year-bond-yield,23828
belgium,Belgium 15Y,Belgium 15-Year,belguim-15-year-bond-yield,23827
belgium,Belgium 10Y,Belgium 10-Year,belguim-10-year-bond-yield,23826
belgium,Belgium 9Y,Belgium 9-Year,belguim-9-year-bond-yield,23825
belgium,Belgium 8Y,Belgium 8-Year,belguim-8-year-bond-yield,23824
belgium,Belgium 7Y,Belgium 7-Year,belguim-7-year-bond-yield,23823
belgium,Belgium 6Y,Belgium 6-Year,belguim-6-year-bond-yield,23822
belgium,Belgium 3Y,Belgium 3-Year,belguim-3-year-bond-yield,23819
belgium,Belgium 2Y,Belgium 2-Year,belguim-2-year-bond-yield,23818
belgium,Belgium 1Y,Belgium 1-Year,belguim-1-year-bond-yield,23817
belgium,Belgium 9M,Belgium 9-Month,belgium-9-month,1052469
belgium,Belgium 6M,Belgium 6-Month,belguim-6-month-bond-yield,23816
belgium,Belgium 3M,Belgium 3-Month,belguim-3-month-bond-yield,23815
belgium,Belgium 1M,Belgium 1-Month,belgium-1-month,1052468
belgium,Belgium 4Y,Belgium 4-Year,belguim-4-year-bond-yield,23820
botswana,Botswana 7Y,Botswana 7-Year,botswana-7-years-bond-yield,42368
botswana,Botswana 13Y,Botswana 13-Years,botswana-13-years,1080086
botswana,Botswana 5Y,Botswana 5-Year,botswana-5-years,1080087
botswana,Botswana 6M,Botswana 6-Month,botswana-6-months-bond-yield,42379
botswana,Botswana 3Y,Botswana 3-Year,botswana-3-years-bond-yield,42373
brazil,Brazil 3M,Brazil 3-Month,brazil-3-month,1052514
brazil,Brazil 6M,Brazil 6-Month,brazil-6-month,1052515
brazil,Brazil 9M,Brazil 9-Month,brazil-9-month-bond-yield,24023
brazil,Brazil 1Y,Brazil 1-Year,brazil-1-year-bond-yield,24024
brazil,Brazil 2Y,Brazil 2-Year,brazil-2-year-bond-yield,24025
brazil,Brazil 3Y,Brazil 3-Year,brazil-3-year-bond-yield,24026
brazil,Brazil 5Y,Brazil 5-Year,brazil-5-year-bond-yield,24027
brazil,Brazil 8Y,Brazil 8-Year,brazil-6-year-bond-yield,24028
brazil,Brazil 10Y,Brazil 10-Year,brazil-10-year-bond-yield,24029
bulgaria,Bulgaria 10Y,Bulgaria 10-Year,bulgaria-10-year-bond-yield,23996
bulgaria,Bulgaria 7Y,Bulgaria 7-Year,bulgaria-7-year-bond-yield,23995
bulgaria,Bulgaria 5Y,Bulgaria 5-Year,bulgaria-5-year-bond-yield,23994
bulgaria,Bulgaria 1M,Bulgaria 1-Month,bulgaria-1-month-bond-yield,23991
bulgaria,Bulgaria 1Y,Bulgaria 1-Year,bulgaria-1-year-bond-yield,23992
bulgaria,Bulgaria 3Y,Bulgaria 3-Year,bulgaria-3-year-bond-yield,23993
canada,Canada 5Y,Canada 5-Year,canada-5-year-bond-yield,25273
canada,Canada 30Y,Canada 30-Year,canada-30-year-bond-yield,25277
canada,Canada 20Y,Canada 20-Year,canada-20-year-bond-yield,25276
canada,Canada 10Y,Canada 10-Year,canada-10-year-bond-yield,25275
canada,Canada 7Y,Canada 7-Year,canada-7-year-bond-yield,25274
canada,Canada 4Y,Canada 4-Year,canada-4-year-bond-yield,25272
canada,Canada 2Y,Canada 2-Year,canada-2-year-bond-yield,25270
canada,Canada 3Y,Canada 3-Year,canada-3-year-bond-yield,25271
canada,Canada 1Y,Canada 1-Year,canada-1-year-bond-yield,25269
canada,Canada 6M,Canada 6-Month,canada-6-month-bond-yield,25268
canada,Canada 3M,Canada 3-Month,canada-3-month-bond-yield,25267
canada,Canada 2M,Canada 2-Month,canada-2-month-bond-yield,25266
canada,Canada 1M,Canada 1-Month,canada-1-month-bond-yield,25265
chile,Chile 10Y,Chile 10-Year,chile-10-year-bond-yield,29214
chile,Chile 8Y,Chile 8-Year,chile-8-year-bond-yield,29223
chile,Chile 5Y,Chile 5-Year,chile-5-year-bond-yield,29222
chile,Chile 3Y,Chile 3-Year,chile-3-year-bond-yield,29220
chile,Chile 2Y,Chile 2-Year,chile-2-year-bond-yield,29219
chile,Chile 1Y,Chile 1-Year,chile-1-year-bond-yield,29218
chile,Chile 4Y,Chile 4-Year,chile-4-year-bond-yield,29221
china,China 10Y,China 10-Year,china-10-year-bond-yield,29227
china,China 20Y,China 20-Year,china-20-year-bond-yield,29229
china,China 15Y,China 15-Year,china-15-year-bond-yield,29228
china,China 7Y,China 7-Year,china-7-year-bond-yield,29235
china,China 30Y,China 30-Year,china-30-year-bond-yield,29230
china,China 3Y,China 3-Year,china-3-year-bond-yield,29233
china,China 2Y,China 2-Year,china-2-year-bond-yield,29232
china,China 1Y,China 1-Year,china-1-year-bond-yield,29231
china,China 5Y,China 5-Year,china-5-year-bond-yield,29234
colombia,Colombia 1Y,Colombia 1-Year,colombia-2-year-bond-yield,29238
colombia,Colombia 4Y,Colombia 4-Year,colombia-3-year-bond-yield,29239
colombia,Colombia 5Y,Colombia 5-Year,colombia-5-year-bond-yield,29240
colombia,Colombia 10Y,Colombia 10-Year,colombia-10-year-bond-yield,29236
colombia,Colombia 15Y,Colombia 15-Year,colombia-15-year-bond-yield,29237
croatia,Croatia 10Y,Croatia 10-Year,croatia-10-year-bond-yield,24002
croatia,Croatia 3Y,Croatia 3-Year,croatia-3-year-bond-yield,24000
croatia,Croatia 5Y,Croatia 5-Year,croatia-5-year-bond-yield,24001
croatia,Croatia 9M,Croatia 9-Month,croatia-9-month-bond-yield,23998
croatia,Croatia 1Y,Croatia 1-Year,croatia-1-year-bond-yield,23999
cyprus,Cyprus 1Y,Cyprus 1-Year,cyprus-1-year,1117979
cyprus,Cyprus 3Y,Cyprus 3-Year,cyprus-3-year-bond-yield,1090692
cyprus,Cyprus 5Y,Cyprus 5-Year,cyprus-5-year-bond-yield,1090693
cyprus,Cyprus 7Y,Cyprus 7-Year,cyprus-7-year-bond-yield,1090695
cyprus,Cyprus 10Y,Cyprus 10-Year,cyprus-10-year,1117981
czech republic,Czech Republic 8Y,Czech Republic 8-Year,czech-republic-8-year,1052517
czech republic,Czech Republic 50Y,Czech Republic 50-Year,czech-republic-50-year-bond-yield,29246
czech republic,Czech Republic 20Y,Czech Republic 20-Year,czech-republic-20-year,1052516
czech republic,Czech Republic 15Y,Czech Republic 15-Year,czech-republic-15-year-bond-yield,29243
czech republic,Czech Republic 10Y,Czech Republic 10-Year,czech-republic-10-year-bond-yield,29241
czech republic,Czech Republic 9Y,Czech Republic 9-Year,czech-republic-9-year-bond-yield,29255
czech republic,Czech Republic 7Y,Czech Republic 7-Year,czech-republic-7-year-bond-yield,29254
czech republic,Czech Republic 4Y,Czech Republic 4-Year,czech-republic-4-year-bond-yield,29251
czech republic,Czech Republic 5Y,Czech Republic 5-Year,czech-republic-5-year-bond-yield,29252
czech republic,Czech Republic 6Y,Czech Republic 6-Year,czech-republic-6-year-bond-yield,29253
czech republic,Czech Republic 3Y,Czech Republic 3-Year,czech-republic-3-year-bond-yield,29250
czech republic,Czech Republic 2Y,Czech Republic 2-Year,czech-republic-2-year-bond-yield,29249
czech republic,Czech Republic 1Y,Czech Republic 1-Year,czech-republic-1-year-bond-yield,29248
egypt,Egypt 10Y,Egypt 10-Year,egypt-10-year-bond-yield,40639
egypt,Egypt 7Y,Egypt 7-Year,egypt-7-year-bond-yield,40645
egypt,Egypt 5Y,Egypt 5-Year,egypt-5-year-bond-yield,40643
egypt,Egypt 2Y,Egypt 2-Year,egypt-2-year,1052495
egypt,Egypt 3Y,Egypt 3-Year,egypt-3-year-bond-yield,40642
egypt,Egypt 9M,Egypt 9-Month,egypt-9-month-bond-yield,40646
egypt,Egypt 6M,Egypt 6-Month,egypt-6-month-bond-yield,40644
egypt,Egypt 3M,Egypt 3-Month,egypt-3-month-bond-yield,40641
egypt,Egypt Overnight,Egypt Overnight,egypt-overnight-rate,40647
egypt,Egypt 1Y,Egypt 1-Year,egypt-1-year-bond-yield,40640
france,France 8Y,France 8-Year,france-8-year-bond-yield,23776
france,France 30Y,France 30-Year,france-30-year-bond-yield,23781
france,France 25Y,France 25-Year,france-25-year,1052459
france,France 20Y,France 20-Year,france-20-year-bond-yield,23780
france,France 50Y,France 50-Year,france-50-year-bond-yield,23782
france,France 15Y,France 15-Year,france-15-year-bond-yield,23779
france,France 10Y,France 10-Year,france-10-year-bond-yield,23778
france,France 9Y,France 9-Year,france-9-year-bond-yield,23777
france,France 7Y,France 7-Year,france-7-year-bond-yield,23775
france,France 9M,France 9-Month,france-9-month-bond-yield,23768
france,France 5Y,France 5-Year,france-5-year-bond-yield,23773
france,France 4Y,France 4-Year,france-4-year-bond-yield,23772
france,France 3Y,France 3-Year,france-3-year-bond-yield,23771
france,France 2Y,France 2-Year,france-2-year-bond-yield,23770
france,France 1Y,France 1-Year,france-1-year-bond-yield,23769
france,France 6M,France 6-Month,france-6-month-bond-yield,23767
france,France 3M,France 3-Month,france-3-month-bond-yield,23766
france,France 1M,France 1-Month,france-1-month-bond-yield,23765
france,France 6Y,France 6-Year,france-6-year-bond-yield,23774
germany,Germany 10Y,Germany 10-Year,germany-10-year-bond-yield,23693
germany,Germany 9Y,Germany 9-Year,germany-9-year-bond-yield,23692
germany,Germany 15Y,Germany 15-Year,germany-15-year-bond-yield,23694
germany,Germany 8Y,Germany 8-Year,germany-8-year-bond-yield,23691
germany,Germany 25Y,Germany 25-Year,germany-25-year,1052452
germany,Germany 30Y,Germany 30-Year,germany-30-year-bond-yield,23696
germany,Germany 20Y,Germany 20-Year,germany-20-year-bond-yield,23695
germany,Germany 7Y,Germany 7-Year,germany-7-year-bond-yield,23690
germany,Germany 1Y,Germany 1-Year,germany-1-year-bond-yield,23684
germany,Germany 5Y,Germany 5-Year,germany-5-year-bond-yield,23688
germany,Germany 4Y,Germany 4-Year,germany-4-year-bond-yield,23687
germany,Germany 3Y,Germany 3-Year,germany-3-year-bond-yield,23686
germany,Germany 2Y,Germany 2-Year,germany-2-year-bond-yield,23685
germany,Germany 6Y,Germany 6-Year,germany-6-year-bond-yield,23689
germany,Germany 9M,Germany 9-Month,germany-9-month-bond-yield,23683
germany,Germany 6M,Germany 6-Month,germany-6-month-bond-yield,23682
germany,Germany 3M,Germany 3 Month,germany-3-month-bond-yield,23681
greece,Greece 25Y,Greece 25-Year,greece-30-year-bond-yield,23985
greece,Greece 20Y,Greece 20-Year,greece-3-year-bond-yield,23980
greece,Greece 15Y,Greece 15-Year,greece-15-year-bond-yield,23984
greece,Greece 10Y,Greece 10-Year,greece-10-year-bond-yield,23983
greece,Greece 6M,Greece 6-Month,greece-6-month-bond-yield,23978
greece,Greece 3M,Greece 3-Month,greece-3-month-bond-yield,23977
greece,Greece 1M,Greece 1-Month,greece-7-year-bond-yield,23982
greece,Greece 5Y,Greece 5-Year,greece-5-year-bond-yield,23981
hong kong,Hong Kong 5Y,Hong Kong 5-Year,hong-kong-5-year-bond-yield,23915
hong kong,Hong Kong 15Y,Hong Kong 15-Year,hong-kong-15-year-bond-yield,23918
hong kong,Hong Kong 10Y,Hong Kong 10-Year,hong-kong-10-year-bond-yield,23917
hong kong,Hong Kong 7Y,Hong Kong 7-Year,hong-kong-7-year-bond-yield,23916
hong kong,Hong Kong 2Y,Hong Kong 2-Year,hong-kong-2-year-bond-yield,23912
hong kong,Hong Kong 3Y,Hong Kong 3-Year,hong-kong-3-year-bond-yield,23913
hong kong,Hong Kong 9M,Hong Kong 9-Month,hong-kong-9-month-bond-yield,23910
hong kong,Hong Kong 1Y,Hong Kong 1-Year,hong-kong-1-year-bond-yield,23911
hong kong,Hong Kong 6M,Hong Kong 6-Month,hong-kong-6-month-bond-yield,23909
hong kong,Hong Kong 3M,Hong Kong 3-Month,hong-kong-3-month-bond-yield,23908
hong kong,Hong Kong 1M,Hong Kong 1-Month,hong-kong-1-month-bond-yield,23907
hong kong,Hong Kong 1W,Hong Kong 1-Week,hong-kong-1-week-bond-yield,23906
hungary,Hungary 10Y,Hungary 10-Year,hungary-10-year-bond-yield,23932
hungary,Hungary 5Y,Hungary 5-Year,hungary-5-year-bond-yield,23931
hungary,Hungary 3Y,Hungary 3-Year,hungary-3-year-bond-yield,23930
hungary,Hungary 15Y,Hungary 15-Year,hungary-15-year-bond-yield,23933
hungary,Hungary 6M,Hungary 6-Month,hungary-6-month-bond-yield,23928
hungary,Hungary 3M,Hungary 3-Month,hungary-3-month-bond-yield,23927
hungary,Hungary 1Y,Hungary 1-Year,hungary-1-year-bond-yield,23929
iceland,Iceland 3Y,Iceland 3 Year,iceland-3-year,1141795
iceland,Iceland 6Y,Iceland 6 Year,iceland-6-year,1141796
iceland,Iceland 10Y,Iceland 10-Year,iceland-10-year-bond-yield,29224
india,India 10Y,India 10-Year,india-10-year-bond-yield,24014
india,India 30Y,India 30-Year,india-30-year-bond-yield,24022
india,India 24Y,India 24-Year,india-24-year-bond-yield,24021
india,India 19Y,India 19-Year,india-19-year-bond-yield,24020
india,India 15Y,India 15-Year,india-15-year-bond-yield,24019
india,India 14Y,India 14-Year,india-14-year-bond-yield,24018
india,India 13Y,India 13-Year,india-13-year-bond-yield,24017
india,India 12Y,India 12-Year,india-12-year-bond-yield,24016
india,India 11Y,India 11-Year,india-11-year-bond-yield,24015
india,India 9Y,India 9-Year,india-9-year-bond-yield,24013
india,India 4Y,India 4-Year,india-4-year-bond-yield,24008
india,India 7Y,India 7-Year,india-7-year-bond-yield,24011
india,India 6Y,India 6-Year,india-6-year-bond-yield,24010
india,India 5Y,India 5-Year,india-5-year-bond-yield,24009
india,India 3Y,India 3-Year,india-3-year-bond-yield,24007
india,India 2Y,India 2-Year,india-2-year-bond-yield,24006
india,India 1Y,India 1-Year,india-1-year-bond-yield,24005
india,India 6M,India 6-Month,india-6-month-bond-yield,24004
india,India 3M,India 3-Month,india-3-month-bond-yield,24003
india,India 8Y,India 8-Year,india-8-year-bond-yield,24012
indonesia,Indonesia 30Y,Indonesia 30-Year,indonesia-30-year-bond-yield,29260
indonesia,Indonesia 20Y,Indonesia 20-Year,indonesia-20-year-bond-yield,29258
indonesia,Indonesia 15Y,Indonesia 15-Year,indonesia-15-year-bond-yield,29257
indonesia,Indonesia 10Y,Indonesia 10-Year,indonesia-10-year-bond-yield,29256
indonesia,Indonesia 5Y,Indonesia 5-Year,indonesia-5-year-bond-yield,29264
indonesia,Indonesia 25Y,Indonesia 25-Year,indonesia-25-year-bond-yield,29259
indonesia,Indonesia 1Y,Indonesia 1-Year,indonesia-1-year-bond-yield,29262
indonesia,Indonesia 6M,Indonesia 6-Month,indonesia-6-month-bond-yield,29261
indonesia,Indonesia 3M,Indonesia 3-Month,indonesia-3-month,1052519
indonesia,Indonesia 1M,Indonesia 1-Month,indonesia-1-month,1052518
indonesia,Indonesia 3Y,Indonesia 3-Year,indonesia-3-year-bond-yield,29263
ireland,Ireland 30Y,Ireland 30-Year,ireland-30-year,1052520
ireland,Ireland 20Y,Ireland 20-Year,ireland-20-year-bond-yield,1043090
ireland,Ireland 15Y,Ireland 15-Year,ireland-15-year-bond-yield,29266
ireland,Ireland 10Y,Ireland 10-Year,ireland-10-year-bond-yield,29265
ireland,Ireland 9Y,Ireland 9 Year,ireland-9-year,1141797
ireland,Ireland 7Y,Ireland 7-Year,ireland-7-year-bond-yield,29271
ireland,Ireland 6Y,Ireland 6-Year,ireland-6-year,1052524
ireland,Ireland 4Y,Ireland 4-Year,ireland-4-year,1052522
ireland,Ireland 3Y,Ireland 3-Year,ireland-3-year-bond-yield,29269
ireland,Ireland 1Y,Ireland 1-Year,ireland-1-year-bond-yield,29267
ireland,Ireland 6M,Ireland 6-Month,ireland-6-month,1052523
ireland,Ireland 3M,Ireland 3-Month,ireland-3-month,1052521
ireland,Ireland 5Y,Ireland 5-Year,ireland-5-year-bond-yield,29270
israel,Israel 3Y,Israel 3-Year,israel-3-year-bond-yield,23950
israel,Israel 10Y,Israel 10-Year,israel-10-year-bond-yield,23951
israel,Israel 30Y,Israel 30-Year,israel-30-year,1052483
israel,Israel 5Y,Israel 5-Year,israel-5-year-bond-yield,24043
israel,Israel 2Y,Israel 2-Year,israel-2-year,1052482
israel,Israel 3M,Israel 3-Month,israel-3-month-bond-yield,23948
israel,Israel 9M,Israel 9-Month,israel-9-month,1052485
israel,Israel 6M,Israel 6-Month,israel-6-month,1052484
israel,Israel 1M,Israel 1-Month,israel-1-month,1052481
israel,Israel 1Y,Israel 1-Year,israel-1-year-bond-yield,23949
italy,Italy 50Y,Italy 50-Year,italy-50-year,1052455
italy,Italy 30Y,Italy 30-Year,italy-30-year,41352
italy,Italy 20Y,Italy 20-Year,italy-20-year,41351
italy,Italy 15Y,Italy 15-Year,italy-15-year-bond-yield,23739
italy,Italy 10Y,Italy 10-Year,italy-10-year-bond-yield,23738
italy,Italy 9Y,Italy 9-Year,italy-9-year-bond-yield,23737
italy,Italy 8Y,Italy 8-Year,italy-8-year-bond-yield,23736
italy,Italy 6Y,Italy 6-Year,italy-6-year-bond-yield,23734
italy,Italy 7Y,Italy 7-Year,italy-7-year-bond-yield,23735
italy,Italy 4Y,Italy 4-Year,italy-4-year-bond-yield,23732
italy,Italy 5Y,Italy 5-Year,italy-5-year-bond-yield,23733
italy,Italy 3M,Italy 3-Month,italy-3-month-bond-yield,23726
italy,Italy 6M,Italy 6-Month,italy-6-month-bond-yield,23727
italy,Italy 9M,Italy 9-Month,italy-9-month-bond-yield,23728
italy,Italy 1M,Italy 1-Month,italy-1-month,1052454
italy,Italy 2Y,Italy 2-Year,italy-2-year-bond-yield,23730
italy,Italy 3Y,Italy 3-Year,italy-3-year-bond-yield,23731
italy,Italy 1Y,Italy 1-Year,italy-1-year-bond-yield,23729
japan,Japan 7Y,Japan 7-Year,japan-7-year-bond-yield,23898
japan,Japan 30Y,Japan 30-Year,japan-30-year-bond-yield,23904
japan,Japan 20Y,Japan 20-Year,japan-20-year-bond-yield,23903
japan,Japan 15Y,Japan 15-Year,japan-15-year-bond-yield,23902
japan,Japan 10Y,Japan 10-Year,japan-10-year-bond-yield,23901
japan,Japan 9Y,Japan 9-Year,japan-9-year-bond-yield,23900
japan,Japan 8Y,Japan 8-Year,japan-8-year-bond-yield,23899
japan,Japan 6Y,Japan 6-Year,japan-6-year-bond-yield,23897
japan,Japan 40Y,Japan 40-Year,japan-40-year-bond-yield,23905
japan,Japan 4Y,Japan 4-Year,japan-4-year-bond-yield,23895
japan,Japan 3Y,Japan 3-Year,japan-3-year-bond-yield,23894
japan,Japan 2Y,Japan 2-Year,japan-2-year-bond-yield,23893
japan,Japan 1Y,Japan 1-Year,japan-1-year-bond-yield,23892
japan,Japan 9M,Japan 9-Month,japan-9-month,1052477
japan,Japan 6M,Japan 6-Month,japan-6-month-bond-yield,23891
japan,Japan 3M,Japan 3-Month,japan-3-month-bond-yield,23890
japan,Japan 1M,Japan 1-Month,japan-1-month,1052476
japan,Japan 5Y,Japan 5-Year,japan-5-year-bond-yield,23896
jordan,Jordan 10Y,Jordan 10-Year,jordan-10-year,1052486
jordan,Jordan 7Y,Jordan 7-Year,jordan-7-year,1052493
jordan,Jordan 5Y,Jordan 5-Year,jordan-5-year,1052491
jordan,Jordan 3Y,Jordan 3-Year,jordan-3-year,1052490
jordan,Jordan 2Y,Jordan 2-Year,jordan-2-year,1052488
jordan,Jordan 6M,Jordan 6-Month,jordan-6-month,1052492
jordan,Jordan 3M,Jordan 3-Month,jordan-3-month,1052489
jordan,Jordan 1Y,Jordan 1-Year,jordan-1-year,1052487
kenya,Kenya 25Y,Kenya 25-Year,kenya-25-year-bond-yield,29279
kenya,Kenya 20Y,Kenya 20-Year,kenya-20-year-bond-yield,29278
kenya,Kenya 15Y,Kenya 15-Year,kenya-15-year-bond-yield,29277
kenya,Kenya 10Y,Kenya 10-Year,kenya-10-year-bond-yield,29274
kenya,Kenya 9Y,Kenya 9-Year,kenya-9-year-bond-yield,29291
kenya,Kenya 8Y,Kenya 8-Year,kenya-8-year-bond-yield,29290
kenya,Kenya 7Y,Kenya 7-Year,kenya-7-year-bond-yield,29289
kenya,Kenya 6Y,Kenya 6-Year,kenya-6-year-bond-yield,29288
kenya,Kenya 4Y,Kenya 4-Year,kenya-4-year-bond-yield,29286
kenya,Kenya 3Y,Kenya 3-Year,kenya-3-year-bond-yield,29285
kenya,Kenya 2Y,Kenya 2-Year,kenya-2-year-bond-yield,29284
kenya,Kenya 1Y,Kenya 1-Year,kenya-1-year-bond-yield,29283
kenya,Kenya 6M,Kenya 6-Month,kenya-6-month-bond-yield,29282
kenya,Kenya 3M,Kenya 3-Month,kenya-3-month-bond-yield,29281
kenya,Kenya Overnight,Kenya Overnight,kenya-overnight-bond-yield,29273
kenya,Kenya 5Y,Kenya 5-Year,kenya-5-year-bond-yield,29287
malaysia,Malaysia 30Y,Malaysia 30-Year,malaysia-30-year,1052528
malaysia,Malaysia 20Y,Malaysia 20-Year,malaysia-20-year-bond-yield,29300
malaysia,Malaysia 15Y,Malaysia 15-Year,malaysia-15-year,1052527
malaysia,Malaysia 10Y,Malaysia 10-Year,malaysia-10-year-bond-yield,29299
malaysia,Malaysia 7Y,Malaysia 7-Year,malaysia-7-year,1052529
malaysia,Malaysia 1Y,Malaysia 1-Year,malaysia-1-year-bond-yield,29304
malaysia,Malaysia 3Y,Malaysia 3-Year,malaysia-3-year-bond-yield,29305
malaysia,Malaysia 7M,Malaysia 7-Month,malaysia-7-month-bond-yield,29303
malaysia,Malaysia 3M,Malaysia 3-Month,malaysia-3-month-bond-yield,29301
malaysia,Malaysia 3W,Malaysia 3-Week,malaysia-3-weeks-bond-yield,29302
malaysia,Malaysia 5Y,Malaysia 5-Year,malaysia-5-year-bond-yield,29306
malta,Malta 10Y,Malta 10-Year,malta-10-year,1009394
malta,Malta 25Y,Malta 25-Year,malta-25-year,1009398
malta,Malta 20Y,Malta 20-Year,malta-20-year,1009397
malta,Malta 5Y,Malta 5-Year,malta-5-year,1009401
malta,Malta 6M,Malta 6-Month,malta-6-month,1009402
malta,Malta 1Y,Malta 1-Year,malta-1-year,1009396
malta,Malta 1M,Malta 1-Month,malta-1-month,1009395
malta,Malta 3Y,Malta 3-Year,malta-3-year,1009400
malta,Malta 3M,Malta 3-Month,malta-3-month,1009399
mauritius,Mauritius 20Y,Mauritius 20-Year,mauritius-20-year,1052562
mauritius,Mauritius 15Y,Mauritius 15-Year,mauritius-15-year,1052561
mauritius,Mauritius 10Y,Mauritius 10-Year,mauritius-10-year,1052560
mauritius,Mauritius 4Y,Mauritius 4-Year,mauritius-4-year,1052565
mauritius,Mauritius 3Y,Mauritius 3-Year,mauritius-3-year,1052564
mauritius,Mauritius 5Y,Mauritius 5-Year,mauritius-5-year,1052566
mauritius,Mauritius 1Y,Mauritius 1-Year,mauritius-1-year-bond-yield,42415
mauritius,Mauritius 8M,Mauritius 8-Month,mauritius-8-months-bond-yield,42414
mauritius,Mauritius 6M,Mauritius 6-Month,mauritius-6-months-bond-yield,42413
mauritius,Mauritius 4M,Mauritius 4-Month,mauritius-4-months-bond-yield,42412
mauritius,Mauritius 2M,Mauritius 2-Month,mauritius-2-months-bond-yield,42411
mauritius,Mauritius 2Y,Mauritius 2-Year,mauritius-2-year,1052563
mexico,Mexico 7Y,Mexico 7-Year,mexico-7-year,26728
mexico,Mexico 30Y,Mexico 30-Year,mexico-30-year,26732
mexico,Mexico 20Y,Mexico 20-Year,mexico-20-year,26731
mexico,Mexico 15Y,Mexico 15-Year,mexico-18-year,26730
mexico,Mexico 10Y,Mexico 10-Year,mexico-10-year,26729
mexico,Mexico 5Y,Mexico 5-Year,mexico-5-year,26727
mexico,Mexico 1Y,Mexico 1-Year,mexico-1-year,26725
mexico,Mexico 9M,Mexico 9-Month,mexico-9-month,26724
mexico,Mexico 3M,Mexico 3-Month,mexico-3-month,26722
mexico,Mexico 1M,Mexico 1-Month,mexico-1-month,26721
mexico,Mexico 3Y,Mexico 3-Year,mexico-3-year,26726
mexico,Mexico 6M,Mexico 6-Month,mexico-6-month,26723
morocco,Morocco 15Y,Morocco 15-Year,morocco-15-year,1052497
morocco,Morocco 3M,Morocco 3-Month,morocco-3-month,1052499
morocco,Morocco 6M,Morocco 6-Month,morocco-6-month,1052501
