country,name,full_name,tag,isin,id,currency,symbol
austria,MS Biotech,MS Biotech SPA,ms-biotech,IT0005272981,1048903,EUR,MSBT
austria,Covestro,Covestro AG,covestro-ag?cid=1052641,DE0006062144,1052641,EUR,1COV
austria,Adva Optical,Adva Optical Networking SE,adva-exch?cid=1052681,DE0005103006,1052681,EUR,ADAG
austria,ADO Properties SARL,ADO Properties SA,ado-properties-sarl?cid=1052682,LU1250154413,1052682,EUR,ADJ
austria,Adler Real Estate,Adler Real Estate AG,adler-real?cid=1052683,DE0005008007,1052683,EUR,ADLG
austria,Carl Zeiss AG,Carl Zeiss Meditec AG,carl-zeiss-medi-exch?cid=1052684,DE0005313704,1052684,EUR,AFXG
austria,Aixtron,Aixtron SE,aixtron?cid=1052687,DE000A0WMPJ6,1052687,EUR,AIXGn
austria,SLM Solutions,SLM Solutions Group AG,slm-solution-g?cid=1052689,DE000A111338,1052689,EUR,AM3D
austria,Amadeus Fire AG,Amadeus Fire AG,amadeus-fire-ag?cid=1052690,DE0005093108,1052690,EUR,AMDG
austria,Alstria,alstria office REIT AG,alstria-office-reit-ag?cid=1052693,DE000A0LD2U1,1052693,EUR,AOXG
austria,Aareal Bank AG,Aareal Bank AG,aareal-bank?cid=1052695,DE0005408116,1052695,EUR,ARLG
austria,bet at homem,bet-at-home.com AG,bet-at-home-com-ag?cid=1052696,DE000A0DNAY5,1052696,EUR,ARTG
austria,RTL Group,RTL Group SA,rtl-group-lu?cid=1052697,LU0061462528,1052697,EUR,AUDK
austria,Bechtle AG,Bechtle AG,bechtle-exch?cid=1052698,DE0005158703,1052698,EUR,BC8G
austria,Bertrandt AG,Bertrandt AG,bertrandt?cid=1052699,DE0005232805,1052699,EUR,BDTG
austria,Biotest AG VZ,Biotest AG Pref,biotest-ag-vz?cid=1052700,DE0005227235,1052700,EUR,BIO3
austria,Brenntag AG,Brenntag AG,brenntag-ag?cid=1052701,DE000A1DAHH0,1052701,EUR,BNRGn
austria,Hugo Boss AG,Hugo Boss AG,hugo-boss?cid=1052702,DE000A1PHFF7,1052702,EUR,BOSSn
austria,Borussia Dortmund,Borussia Dortmund GmbH & Co KGaA,borussia-dortmund-gmbh---co-kgaa?cid=1052704,DE0005493092,1052704,EUR,BVB
austria,Baywa Vink AG,BayWa AG,baywa-ag-vna?cid=1052705,DE0005194062,1052705,EUR,BYWGnx
austria,Ceconomy,Ceconomy AG,metro-ag?cid=1052707,DE0007257503,1052707,EUR,CECG
austria,Cancom SE,Cancom SE,cancom-ag?cid=1052708,DE0005419105,1052708,EUR,COKG
austria,CompuGroup AG,Compugroup Medical SE,compugroup-medical-ag?cid=1052709,DE0005437305,1052709,EUR,COPMa
austria,Cewe Color,Cewe Stiftung & Co KGaA,cewe-color-holding-ag?cid=1052711,DE0005403901,1052711,EUR,CWCG
austria,Deutsche Beteiligungs AG,Deutsche Beteiligungs AG,deutsche-beteiligungs-ag?cid=1052712,DE000A1TNUT7,1052712,EUR,DBANn
austria,Deutsche Euroshop AG,Deutsche Euroshop AG,dt-euroshop-exch?cid=1052713,DE0007480204,1052713,EUR,DEQGn
austria,Deutz AG,DEUTZ AG,deutz?cid=1052714,DE0006305006,1052714,EUR,DEZG
austria,DIC Asset AG,DIC Asset AG,dic-asset-ag?cid=1052716,DE000A1X3XX4,1052716,EUR,DICn
austria,Dialog,Dialog Semiconductor PLC,dialog-semicond?cid=1052717,GB0059822006,1052717,EUR,DLGS
austria,Drillisch AG,Drillisch AG,drillisch?cid=1052718,DE0005545503,1052718,EUR,DRIG
austria,Draegerwerk VZO,Draegerwerk AG & Co KGaA Pref,draegerwerk?cid=1052719,DE0005550636,1052719,EUR,DRW3
austria,Duerr AG,Duerr AG,duerr?cid=1052720,DE0005565204,1052720,EUR,DUEG
austria,Deutsche Wohnen,Deutsche Wohnen SE,deutsche-wohnen-ag-exch?cid=1052722,DE000A0HN5C6,1052722,EUR,DWNG
austria,CTS Eventim AG,CTS Eventim AG & Co KGaA,cts-eventim-ag?cid=1052724,DE0005470306,1052724,EUR,EVDG
austria,Evonik,Evonik Industries AG,evonik-industries-ag?cid=1052725,DE000EVNK013,1052725,EUR,EVKn
austria,Evotec AG,Evotec AG,evotec-ag?cid=1052726,DE0005664809,1052726,EUR,EVTG
austria,Fielmann AG,Fielmann AG,fielmann-ag-exch?cid=1052727,DE0005772206,1052727,EUR,FIEG
austria,Freenet AG,freenet AG,freenet?cid=1052728,DE000A0Z2ZZ5,1052728,EUR,FNTGn
austria,Fuchs Petrolub AG VZO Pref,Fuchs Petrolub SE Pref,fuchs-petrolub-ag?cid=1052729,DE0005790430,1052729,EUR,FPEG_p
austria,Fraport AG,Fraport AG Frankfurt Airport Services Worldwide,fraport?cid=1052730,DE0005773303,1052730,EUR,FRAG
austria,GEA Group AG,GEA Group AG,gea-group?cid=1052731,DE0006602006,1052731,EUR,G1AG
austria,Scout24 AG,Scout24 AG,scout24-ag?cid=1052732,DE000A12DM80,1052732,EUR,G24n
austria,Bilfinger SE,Bilfinger SE,bilfinger---berg?cid=1052733,DE0005909006,1052733,EUR,GBFG
austria,GFT Technologies AG,GFT Technologies SE,gft-technologies-ag?cid=1052736,DE0005800601,1052736,EUR,GFTG
austria,DMG Mori Seiki,DMG Mori AG,gildemeister?cid=1052737,DE0005878003,1052737,EUR,GILG
austria,Grenke,Grenke AG,grenkeleasing-ag?cid=1052739,DE000A161N30,1052739,EUR,GLJn
austria,Grammer AG,Grammer AG,grammer?cid=1052740,DE0005895403,1052740,EUR,GMMG
austria,Gerry Weber,Gerry Weber International AG,gerry-weber-intl?cid=1052742,DE0003304101,1052742,EUR,GWIG
austria,Gerresheimer AG,Gerresheimer AG,gerresheimer-ag?cid=1052743,DE000A0LD6E6,1052743,EUR,GXIG
austria,Grand City,Grand City Properties SA,grand-city-properties-sa?cid=1052744,LU0775917882,1052744,EUR,GYC
austria,Hamborner AG,Hamborner Reit AG,hamborner-reit-ag?cid=1052745,DE0006013006,1052745,EUR,HABG
austria,Hornbach,Hornbach Holding AG & Co KGaA,hornbach-holding-ag?cid=1052746,DE0006083405,1052746,EUR,HBH
austria,Heidelberger Druckmaschinen,Heidelberger Druckmaschinen AG,heidelberg?cid=1052747,DE0007314007,1052747,EUR,HDDG
austria,Hamburger Hafen A-SP,Hamburger Hafen und Logistik AG,hamburger-hafen-und-logistik?cid=1052748,DE000A0S8488,1052748,EUR,HHFGn
austria,Hapag Lloyd AG,Hapag Lloyd AG,hapag-lloyd-ag?cid=1052749,DE000HLAG475,1052749,EUR,HLAG
austria,Hella KGaA Hueck & Co,HELLA GmbH & Co KgaA,hella-kgaa-hueck---co?cid=1052750,DE000A13SX22,1052750,EUR,HLE
austria,Hannover Rueckversicherung SE,Hannover Rueck SE,hannover-rueck?cid=1052751,DE0008402215,1052751,EUR,HNRGn
austria,Hochtief AG,HOCHTIEF AG,hochtief?cid=1052752,DE0006070006,1052752,EUR,HOTG
austria,Encavis,Capital Stage AG,capital-sta?cid=1052753,DE0006095003,1052753,EUR,HWAG
austria,Hypoport AG,Hypoport AG,hypoport-ag?cid=1052754,DE0005493365,1052754,EUR,HYQGn
austria,Innogy,Innogy SE,innogy-se?cid=1052756,DE000A2AADD2,1052756,EUR,IGY
austria,Indus AG,Indus Holding AG,indus-holding-ag?cid=1052757,DE0006200108,1052757,EUR,INHG
austria,Jenoptik,Jenoptik AG,jenoptik-exch?cid=1052759,DE000A2NB601,1052759,EUR,JENG
austria,Jungheinrich AG,Jungheinrich AG Pref,jungheinrich-ag?cid=1052760,DE0006219934,1052760,EUR,JUNG_p
austria,Kloeckner SE,Kloeckner & Co SE,kloeckner?cid=1052761,DE000KC01000,1052761,EUR,KCOGn
austria,Kion Group AG,Kion Group AG,kion-group-ag?cid=1052763,DE000KGX8881,1052763,EUR,KGX
austria,Krones AG,Krones AG,krones?cid=1052764,DE0006335003,1052764,EUR,KRNG
austria,KWS SAAT AG,Kws Saat SE,kws-saat-ag?cid=1052765,DE0007074007,1052765,EUR,KWSG
austria,LEG Immobilien AG,LEG Immobilien AG,leg-immobilien-ag?cid=1052767,DE000LEG1110,1052767,EUR,LEGn
austria,Leoni AG,Leoni AG,leoni-ag?cid=1052768,DE0005408884,1052768,EUR,LEOGn
austria,Lanxess AG,LANXESS AG,lanxess?cid=1052770,DE0005470405,1052770,EUR,LXSG
austria,Medigene,Medigene AG,medigene-exch?cid=1052771,DE000A1X3W00,1052771,EUR,MDG1k
austria,MLP AG,MLP SE,mlp-exch?cid=1052773,DE0006569908,1052773,EUR,MLPG
austria,Morphosys AG,Morphosys AG,morphosys?cid=1052775,DE0006632003,1052775,EUR,MORG
austria,MTU Aero,MTU Aero Engines AG,mtu-aero-eng?cid=1052776,DE000A0D9PT0,1052776,EUR,MTXGn
austria,Aurubis AG,Aurubis AG,aurubis-ag?cid=1052778,DE0006766504,1052778,EUR,NAFG
austria,Nordex SE,Nordex SE,nordex?cid=1052779,DE000A0D6554,1052779,EUR,NDXG
austria,Nemetschek AG,Nemetschek SE,nemetschek-ag?cid=1052780,DE0006452907,1052780,EUR,NEKG
austria,Norma AG,Norma Group SE,norma-group-ag?cid=1052782,DE000A1H8BV3,1052782,EUR,NOEJ
austria,Telefonica Deutschland AG,Telefonica Deutschland Holding AG,telefonica-deutschland-holding-ag?cid=1052784,DE000A1J5RX9,1052784,EUR,O2Dn
austria,New Work,New Work SE,xing-ag?cid=1052785,DE000NWRK013,1052785,EUR,NWOn
austria,Osram Licht,Osram Licht AG,osram-licht?cid=1052787,DE000LED4000,1052787,EUR,OSRn
austria,Patrizia Immobilien,Patrizia Immobilien AG,patrizia-immobilien-ag?cid=1052788,DE000PAT1AG3,1052788,EUR,P1ZGn
austria,Deutsche Pfandbriefbank AG,Deutsche Pfandbriefbank AG,deutsche-pfandbriefbank-ag?cid=1052789,DE0008019001,1052789,EUR,PBBG
austria,Puma SE,Puma SE,puma-se-cfd?cid=1052794,DE0006969603,1052794,EUR,PUMG
austria,Pfeiffer,Pfeiffer Vacuum Technology AG,pfeiffer-vacuum?cid=1052795,DE0006916604,1052795,EUR,PV
austria,Qiagen,Qiagen NV,qiagen?cid=1052796,NL0012169213,1052796,EUR,QGEN
austria,Rational AG,Rational AG,rational-ag?cid=1052797,DE0007010803,1052797,EUR,RAAG
austria,Rhoen-Klinikum,Rhoen Klinikum AG,rhoen-klinikum?cid=1052798,DE0007042301,1052798,EUR,RHKG
austria,Rheinmetall AG,Rheinmetall AG,rheinmetall?cid=1052799,DE0007030009,1052799,EUR,RHMG
austria,RIB Software AG,RIB Software SE,rib-software-ag?cid=1052800,DE000A0Z2XN6,1052800,EUR,RIB
austria,Rocket Internet,Rocket Internet SE,rocket-internet?cid=1052801,DE000A12UKK6,1052801,EUR,RKET
austria,SMA Solar AG,SMA Solar Technology AG,sma-solar-technology-ag-exch?cid=1052803,DE000A0DJ6J9,1052803,EUR,S92G
austria,S&T AG,S&T AG,s-t-ag?cid=1052804,AT0000A0E9W5,1052804,EUR,SANT1
austria,Stroeer,Stroeer SE & Co KGaA,stroeer-out-of-home-media-ag?cid=1052805,DE0007493991,1052805,EUR,SAXG
austria,K+S AG,K&S AG,k-s-ag?cid=1052806,DE000KSAG888,1052806,EUR,SDFGn
austria,SAF Holland,Saf Holland SA,saf-holland?cid=1052808,LU0307018795,1052808,EUR,SFQN
austria,SGL Carbon SE,SGL Carbon SE,sgl-carbon?cid=1052810,DE0007235301,1052810,EUR,SGCG
austria,Schaeffler AG,Schaeffler AG Pref,schaeffler-ag?cid=1052811,DE000SHA0159,1052811,EUR,SHA_p
austria,Sixt AG ST,Sixt SE,sixt-ag?cid=1052813,DE0007231326,1052813,EUR,SIXG
austria,Koenig&Bauer AG,Koenig & Bauer AG,koenig---bauer-ag?cid=1052814,DE0007193500,1052814,EUR,SKBG
austria,Steinhoff Int,Steinhoff International Holdings NV,steinhoff-international-hld-(j)?cid=1052817,NL0011375019,1052817,EUR,SNHG
austria,Software AG,Software AG,software?cid=1052818,DE000A2GS401,1052818,EUR,SOWG
austria,Axel Springer,Axel Springer SE,axel-springer?cid=1052819,DE0005501357,1052819,EUR,SPRGn
austria,Sartorius AG VZO,Sartorius AG Pref,sartorius-ag-vz?cid=1052822,DE0007165631,1052822,EUR,SRT3
austria,Stabilus,Stabilus SA,stabilus?cid=1052824,LU1066226637,1052824,EUR,STAB
austria,Symrise AG,Symrise AG,symrise-ag?cid=1052826,DE000SYM9999,1052826,EUR,SY1G
austria,Salzgitter AG,Salzgitter AG,salzgitter?cid=1052827,DE0006202005,1052827,EUR,SZGG
austria,Suedzucker,Suedzucker AG,suedzucker?cid=1052828,DE0007297004,1052828,EUR,SZUG
austria,Tele Columbus AG,Tele Columbus AG,tele-columbus-ag?cid=1052829,DE000TCAG172,1052829,EUR,TC1n
austria,Tag Immobilien,TAG Immobilien AG,tag-immobilien-ag?cid=1052831,DE0008303504,1052831,EUR,TEGG
austria,TLG Immobilien AG,TLG Immobilien AG,tlg-immobilien-ag?cid=1052833,DE000A12B8Z4,1052833,EUR,TLGG
austria,Talanx AG,Talanx AG,talanx?cid=1052834,DE000TLX1005,1052834,EUR,TLXGn
austria,Takkt AG,Takkt AG,takkt-ag?cid=1052836,DE0007446007,1052836,EUR,TTKG
austria,Uniper SE,Uniper SE,uniper-se?cid=1052838,DE000UNSE018,1052838,EUR,UN01
austria,United Internet AG,United Internet AG,united-internet?cid=1052839,DE0005089031,1052839,EUR,UTDI
austria,Vossloh AG,Vossloh AG,vossloh?cid=1052842,DE0007667107,1052842,EUR,VOSG
austria,Wacker Neuson,Wacker Neuson SE,wacker-neuson-se?cid=1052844,DE000WACK012,1052844,EUR,WACGn
austria,Siltronic AG,Siltronic AG,siltronic-ag?cid=1052845,DE000WAF3001,1052845,EUR,WAFGn
austria,Wacker Chemie,Wacker Chemie AG,wacker-chemie?cid=1052846,DE000WCH8881,1052846,EUR,WCHG
austria,WCM Beteiligungs und Grundbesitz,WCM Beteiligungs und Grundbesitz AG,wcm-beteiligungs-und-grundbesitz-ag?cid=1052847,DE000A1X3X33,1052847,EUR,WCMKk
austria,Wirecard AG,Wirecard AG,wire-card?cid=1052848,DE0007472060,1052848,EUR,WDIG
austria,WashTec AG,Washtec AG,washtec-ag?cid=1052850,DE0007507501,1052850,EUR,WSUG
austria,Wuestenrot Wuerttembergische,Wuestenrot & Wuerttembergische AG,wuestenrot-wuerttembergische-ag?cid=1052851,DE0008051004,1052851,EUR,WUWGn
austria,Zalando SE,Zalando SE,zalando-se?cid=1052853,DE000ZAL1111,1052853,EUR,ZALG
austria,Elringklinger AG,Elringklinger AG,elringklinger?cid=1052854,DE0007856023,1052854,EUR,ZILGn
austria,Zooplus AG,Zooplus AG,zooplus-ag?cid=1052855,DE0005111702,1052855,EUR,ZO1G
austria,BAWAG,BAWAG Group AG,bawag,AT0000BAWAG2,1054668,EUR,BAWG
austria,Continental AG,Continental AG,continental-ag?cid=1055010,DE0005439004,1055010,EUR,CONG
austria,Daimler,Daimler AG,daimler?cid=1055012,DE0007100000,1055012,EUR,DAIGn
austria,Infineon,Infineon Technologies AG,infineon-tech?cid=1055020,DE0006231004,1055020,EUR,IFXGn
austria,Prosiebensat,Prosiebensat 1 Media SE,pro-sieben?cid=1055027,DE000PSM7770,1055027,EUR,PSMGn
austria,Volkswagen VZO,Volkswagen AG Pref,volkswagen-vz?cid=1055033,DE0007664039,1055033,EUR,VOWG_p
austria,Biovolt,Biovolt AG,biovolt,CH0328339665,1055960,EUR,BVOLT
austria,Signature,Signature AG,fingroup?cid=1055961,DE000A2DAMG0,1055961,EUR,SIGN
austria,AMS,AMS AG,ams-ag?cid=1072039,AT0000A18XM4,1072039,EUR,AMS
austria,Umicore,Umicore SA,umicore?cid=1072043,BE0974320526,1072043,EUR,UMI
austria,Siemens Healthineers,Siemens Healthineers AG,siemens-healthineers-ag?cid=1073362,DE000SHL1006,1073362,EUR,SHLG
austria,Coloplast,Coloplast A/S,coloplast--b-?cid=1073363,DK0060448595,1073363,EUR,COLOb
austria,Cleantech Building,Cleantech Building Materials PLC,cleantech-building-materials-plc?cid=1073364,GB00BD1LVD21,1073364,EUR,CLBM
austria,Electricite de France,Electricite de France SA,edf?cid=1084248,FR0010242511,1084248,EUR,EDF
austria,AT&T,AT&T Inc,at-t?cid=1084249,US00206R1023,1084249,EUR,T
austria,AMD,Advanced Micro Devices Inc,adv-micro-device?cid=1084250,US0079031078,1084250,EUR,AMD
austria,Altria,Altria Group Inc,altria-group?cid=1084251,US02209S1033,1084251,EUR,MO
austria,AIG,American International Group Inc,american-intl-group?cid=1084252,US0268747849,1084252,EUR,AIG
austria,Bank of America,Bank of America Corp,bank-of-america?cid=1084253,US0605051046,1084253,EUR,BAC
austria,Berkshire Hathaway B,Berkshire Hathaway Inc,berkshire-hathaway?cid=1084254,US0846707026,1084254,EUR,BRKb
austria,Colgate-Palmolive,Colgate-Palmolive Co,colgate-palmo?cid=1084255,US1941621039,1084255,EUR,CL
austria,DuPont,DowDuPont Inc,du-pont?cid=1084256,US26614N1028,1084256,EUR,DDPN
austria,Dropbox,Dropbox Inc,dropbox-inc?cid=1084257,US26210C1045,1084257,EUR,DBX
austria,First Solar,First Solar Inc,first-solar-inc?cid=1084258,US3364331070,1084258,EUR,FSLR
austria,Ford Motor,Ford Motor Co,ford-motor-co?cid=1084259,US3453708600,1084259,EUR,F
austria,Freeport-McMoran,Freeport-McMoRan Inc,freeport-mcm?cid=1084260,US35671D8570,1084260,EUR,FCX
austria,General Mills,General Mills Inc,general-mills?cid=1084261,US3703341046,1084261,EUR,GIS
austria,General Motors,General Motors Co,gen-motors?cid=1084262,US37045V1008,1084262,EUR,GM
austria,GoPro Inc,GoPro Inc,gopro-inc?cid=1084263,US38268T1034,1084263,EUR,GPRO
austria,Halliburton,Halliburton Co,halliburton-co?cid=1084264,US4062161017,1084264,EUR,HAL
austria,Harley-Davidson,Harley-Davidson Inc,harley-davidson?cid=1084265,US4128221086,1084265,EUR,HOG
austria,Lockheed Martin,Lockheed Martin Corp,lockheed-martin?cid=1084266,US5398301094,1084266,EUR,LMT
austria,Macy’s Inc,Macy's Inc,macys?cid=1084267,US55616P1049,1084267,EUR,M
austria,Mastercard,Mastercard Inc,mastercard-cl-a?cid=1084268,US57636Q1040,1084268,EUR,MA
austria,Morgan Stanley,Morgan Stanley,morgan-stanley?cid=1084269,US6174464486,1084269,EUR,MWD
austria,Newmont Goldcorp,Newmont Mining Corp,newmont-mining?cid=1084270,US6516391066,1084270,EUR,NEM
austria,Oracle,Oracle Corp,oracle-corp?cid=1084271,US68389X1054,1084271,EUR,ORCL
austria,PepsiCo,PepsiCo Inc,pepsico?cid=1084272,US7134481081,1084272,EUR,PEP
austria,Philip Morris,Philip Morris International Inc,philip-morris-intl?cid=1084273,US7181721090,1084273,EUR,PMOR
austria,Salesforce.com,Salesforce.com Inc,salesforce-com?cid=1084274,US79466L3024,1084274,EUR,CRME
austria,Snap,Snap Inc,snap-inc?cid=1084275,US83304A1060,1084275,EUR,SNAP
austria,Twitter Inc,Twitter Inc,twitter-inc?cid=1084276,US90184L1026,1084276,EUR,TWTR
austria,Under Armour A,Under Armour Inc,under-armour?cid=1084277,US9043111072,1084277,EUR,UUAM
austria,Addiko Bank,Addiko Bank AG,addiko-bank-ag,AT000ADDIKO0,1141839,EUR,ADKO
austria,DWH Deutsche Werte,DWH Deutsche Werte Holding AG,dwh-deutsche-werte-holding,DE000A0B6NF2,1141848,EUR,DWH
belgium,Proximus,Proximus NV,belgacom,BE0003810273,531,EUR,PROX
belgium,Agfa Gevaert,Agfa Gevaert NV,agfa-gevaert,BE0003755692,532,EUR,AGFB
belgium,Bekaert,NV Bekaert SA,bekaert,BE0974258874,533,EUR,BEKB
belgium,Ackermans,Ackermans & Van Haaren NV,ackermans-v.haar,BE0003764785,534,EUR,ACKB
belgium,Etablissementen Franz Colruyt,Etablissementen Franz Colruyt NV,colruyt,BE0974256852,535,EUR,COLR
belgium,Barco,Barco NV,barco,BE0003790079,537,EUR,BAR
belgium,Cofinimmo,Cofinimmo SA,cofinimmo,BE0003593044,538,EUR,COFB
belgium,KBC,KBC,kbc,BE0003565737,539,EUR,KBC
belgium,Solvay,Solvay SA,solvay,BE0003470755,541,EUR,SOLB
belgium,Orange Belgium,Orange Belgium SA,mobistar,BE0003735496,542,EUR,OBEL
belgium,EVS Broadcast,EVS Broadcast Equipment SA,evs-roadc.equ,BE0003820371,543,EUR,EVSB
belgium,GBL,Groupe Bruxelles Lambert SA,gbl,BE0003797140,545,EUR,GBLB
belgium,UCB,UCB,ucb,BE0003739530,547,EUR,UCB
belgium,Telenet,Telenet Group Holding NV,telenet-group-hldg,BE0003826436,7134,EUR,TNET
belgium,Nyrstar,Nyrstar NV,nyrstar,BE0974294267,7142,EUR,NYR
belgium,Dexia,Dexia SA,dexia,BE0974290224,8754,EUR,DEXI
belgium,Anheuser Busch Inbev,Anheuser Busch Inbev SA NV,anheuser-busch-inbev,BE0974293251,13111,EUR,ABI
belgium,Ageas,Ageas,ageas,BE0974264930,13129,EUR,AGES
belgium,Umicore,Umicore SA,umicore,BE0974320526,13831,EUR,UMI
belgium,Befimmo-Sicafi,Befimmo-Sicafi,befimmo-sicafi,BE0003678894,14604,EUR,BEFB
belgium,Aedifica,Aedifica,aedifica,BE0003851681,15189,EUR,AOO
belgium,Ascencio,Ascencio (D),ascencio-sca,BE0003856730,15190,EUR,ASCC
belgium,Atenor,Atenor SA,atenor-group,BE0003837540,15191,EUR,ATEO
belgium,Banimmo SA,Banimmo SA,banimmo,BE0003870871,15193,EUR,BANI
belgium,Belreca,Belreca,belreca,BE0020575115,15194,EUR,BELC
belgium,Beluga,Beluga,beluga,BE0003723377,15195,EUR,BELU
belgium,National Bank of Belgium,National Bank of Belgium,bnb,BE0003008019,15199,EUR,BNAB
belgium,Brederode,Brederode,brederode,LU1068091351,15200,EUR,BRED
belgium,Campine,Campine,campine,BE0003825420,15201,EUR,CAMB
belgium,Cie Bois Sauvage,Cie Bois Sauvage,cie-du-bois-sauva,BE0003592038,15202,EUR,CBOS
belgium,CFE SA,Compagnie d Entreprises CFE SA,cfe,BE0003883031,15203,EUR,CFEB
belgium,Cofinimmo Priv2,Cofinimmo Priv2,cofinimmo-priv2,BE0003813301,15206,EUR,COFIt_pa
belgium,Connect Group,Connect Group,connect-group,BE0003786036,15207,EUR,CONN
belgium,Deceuninck,Deceuninck,deceuninck,BE0003789063,15208,EUR,DECB
belgium,Econocom,Econocom Group SA,econocom-group-sa,BE0974313455,15212,EUR,ECONB
belgium,Elia,Elia,elia-system-op.,BE0003822393,15213,EUR,ELI
belgium,Rosier,Rosier,rosier,BE0003575835,15214,EUR,ENGB
belgium,Euronav,Euronav,euronav,BE0003816338,15216,EUR,EUAV
belgium,Exmar,Exmar,exmar,BE0003808251,15217,EUR,EXMR
belgium,Floridienne,Floridienne,floridienne,BE0003215143,15219,EUR,FLOB
belgium,Fountain,Fountain,fountain,BE0003752665,15220,EUR,FOU
belgium,GIMV,GIMV,gimv,BE0003699130,15223,EUR,GIMV
belgium,Global Graphics,Global Graphics SE,global-graphics,GB00BYN5BY03,15224,EUR,GLOG
belgium,Hamon,Hamon,hamon,BE0003700144,15226,EUR,HAMO
belgium,Home Invest,Home Invest Belgium - Sifi,home-invest-belgium,BE0003760742,15227,EUR,HINV
belgium,Ion Beam Applications,Ion Beam Applications SA,iba,BE0003766806,15228,EUR,IBAB
belgium,Vastned Retail,Vastned Retail Belgium,intervest-retail,BE0003754687,15229,EUR,VASTB
belgium,Immobel,Immobel,immobel,BE0003599108,15231,EUR,IMMO
belgium,Immobiliere Publique de Droit Belge,Immo Moury SICAF Immobiliere Publique de Droit Belge,immo-moury,BE0003893139,15232,EUR,IMMOU
belgium,Jensen-Group,Jensen-Group,jensen-group,BE0003858751,15233,EUR,JEN
belgium,KBC Ancora,KBC Ancora,kbc-ancora,BE0003867844,15234,EUR,KBCA
belgium,Keyware Tech,Keyware Technologies NV,keyware-tech.,BE0003880979,15235,EUR,KEYW
belgium,Kinepolis NV,Kinepolis Group NV,kinepolis-group,BE0974274061,15236,EUR,KIPO
belgium,Leasinvest,Leasinvest-Sicafi,leasinvest-real-estate,BE0003770840,15237,EUR,LNRE
belgium,Lotus Bakeries,Lotus Bakeries,lotus-bakeries,BE0003604155,15238,EUR,LOTB
belgium,Mdxhealth,Mdxhealth,mdxh,BE0003844611,15239,EUR,MDXH
belgium,Miko,Miko NV,kinepolis,BE0003731453,15240,EUR,MIKK
belgium,Melexis NV,Melexis NV,melexis,BE0165385973,15241,EUR,MLXS
belgium,Montea,Montea C.V.A.,montea-cva,BE0003853703,15242,EUR,MONTE
belgium,Neufcour,Neufcour-Fin.,compagnie-financiere-du-neufcour,BE0003680916,15244,EUR,NEFI
belgium,Crescent,Crescent SA,option,BE0003836534,15245,EUR,OPIN
belgium,Picanol,Picanol,picanol,BE0003807246,15247,EUR,PICB
belgium,Greenyard,Greenyard NV,greenyard-foods-nv,BE0003765790,15248,EUR,GREENY
belgium,Intervest Offices,Intervest Offices - Ware,intervest-offices,BE0003746600,15249,EUR,PRIF
belgium,Iep Invest,Iep Invest,punch-intl,BE0003748622,15250,EUR,IEP
belgium,Questfor,Quest For Growth - Pricaf,quest-for-growth,BE0003730448,15251,EUR,QUFG
belgium,Fagron,Fagron NV,arseus,BE0003874915,15252,EUR,FAGRO
belgium,Recticel,Recticel,recticel,BE0003656676,15254,EUR,RECT
belgium,Resilux NV,Resilux NV,resilux,BE0003707214,15255,EUR,RESI
belgium,Retail Estates,Retail Estates - Sicafi,retail-estates,BE0003720340,15256,EUR,RETE
belgium,Roularta,Roularta,roularta,BE0003741551,15258,EUR,RLRT
belgium,Scheerd.V Kerchove,Scheerd.V Kerchove,scheerd.v.kerchov,BE0012378593,15260,EUR,SCHK
belgium,Sipef NV,Sipef NV,sipef,BE0003898187,15261,EUR,SIFB
belgium,Sioen,Sioen,sioen,BE0003743573,15262,EUR,SIOE
belgium,Solvac Nom,Solvac Nom Retail,solvac,BE0003545531,15263,EUR,SOAC
belgium,Sofina,Sofina,sofina,BE0003717312,15264,EUR,SOF
belgium,Moury Construct,Moury Construct,moury-construct,BE0003602134,15265,EUR,SOLN
belgium,Spadel,Spadel,spadel,BE0003798155,15266,EUR,SPAB
belgium,Smartphoto,Smartphoto Group NV,spector-photo-group,BE0974323553,15267,EUR,SMAR
belgium,Sucraf A&B,Sucraf A & B,sucraf-a-b,BE0003463685,15268,EUR,SUCB
belgium,CP Invest,CP Invest,serviceflats-invest,BE0974273055,15269,EUR,CPINV
belgium,Accentis,Accentis,accentis,BE0003696102,15270,EUR,SYNB
belgium,Ter Beke,Ter Beke,ter-beke,BE0003573814,15271,EUR,TERB
belgium,Tessenderlo,Tessenderlo,tessenderlo,BE0003555639,15272,EUR,TESB
belgium,Texaf SA,Texaf SA,texaf,BE0974263924,15273,EUR,TEXB
belgium,ABO Group,ABO Group,thenergo,BE0974278104,15274,EUR,ABO
belgium,Oxurion,Oxurion NV,thrombogenics,BE0003846632,15275,EUR,OXUR
belgium,Tubize-Fin,Tubize-Fin,financiere-tubize,BE0003823409,15277,EUR,TUB
belgium,Van De Velde,Van De Velde,van-de-velde,BE0003839561,15278,EUR,VELD
belgium,VGP,VGP,vgp-sa,BE0003878957,15279,EUR,VGP1
belgium,Warehouses Estates,Warehouses Estates Belgium SCA,warehouses-estates-belgium,BE0003734481,15281,EUR,WARB
belgium,Warehouses de Pauw,Warehouses de Pauw Comm VA,warehouses-de-pauw,BE0003763779,15282,EUR,WDPP
belgium,Wereldhave Belgium,Wereldhave Belgium,wereldhave-belgiu,BE0003724383,15283,EUR,WEHB
